"Company";"Company_Old";"NAIC";"Plan";"State";"Area";"Zip_Lookup_Code";"Gender";"T/NT";"Couple_Fac";"Eff_Date";"Rate_Type";"Age_For_Sorting";"Lowest_Rate?";"Highest_Rate?";"Age";"Monthly_Rate";"Quarterly_Rate";"Semi-Annual_Rate";"Annual_Rate";"Policy Fee";"Household Discount"
"Blue Care Network of Michigan (Special Enrollment)";"Blue Cross Blue Shield";95610.00;"F";"MI";2;5796.00;"Male";"Tobacco";"";1/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";223.90;671.70;1343.40;2686.80;;
"Blue Care Network of Michigan (Special Enrollment)";"Blue Cross Blue Shield";95610.00;"F";"MI";2;5796.00;"Male";"Tobacco";"";1/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";322.15;966.45;1932.90;3865.80;;
"Blue Cross Blue Shield of Michigan";"Blue Cross Blue Shield";54291.00;"A";"MI";1;542.00;"Female";"Non-Tobacco";"";1/1/2013 0:00:00;"Community Rated";70.00;"Y";"Y";"70";39.88;119.64;239.28;478.56;;
"Blue Cross Blue Shield of Michigan";"Blue Cross Blue Shield";54291.00;"A";"MI";1;542.00;"Female";"Non-Tobacco";"";1/1/2013 0:00:00;"Community Rated";85.00;"Y";"Y";"85";39.88;119.64;239.28;478.56;;
"Blue Cross Blue Shield of Michigan";"Blue Cross Blue Shield";54291.00;"A";"MI";1;542.00;"Female";"Tobacco";"";1/1/2013 0:00:00;"Community Rated";70.00;"Y";"Y";"70";39.88;119.64;239.28;478.56;;
"Blue Cross Blue Shield of Michigan";"Blue Cross Blue Shield";54291.00;"A";"MI";1;542.00;"Female";"Tobacco";"";1/1/2013 0:00:00;"Community Rated";85.00;"Y";"Y";"85";39.88;119.64;239.28;478.56;;
"Blue Cross Blue Shield of Michigan";"Blue Cross Blue Shield";54291.00;"A";"MI";1;542.00;"Male";"Non-Tobacco";"";1/1/2013 0:00:00;"Community Rated";70.00;"Y";"Y";"70";39.88;119.64;239.28;478.56;;
"Blue Cross Blue Shield of Michigan";"Blue Cross Blue Shield";54291.00;"A";"MI";1;542.00;"Male";"Non-Tobacco";"";1/1/2013 0:00:00;"Community Rated";85.00;"Y";"Y";"85";39.88;119.64;239.28;478.56;;
"Blue Cross Blue Shield of Michigan";"Blue Cross Blue Shield";54291.00;"A";"MI";1;542.00;"Male";"Tobacco";"";1/1/2013 0:00:00;"Community Rated";70.00;"Y";"Y";"70";39.88;119.64;239.28;478.56;;
"Blue Cross Blue Shield of Michigan";"Blue Cross Blue Shield";54291.00;"A";"MI";1;542.00;"Male";"Tobacco";"";1/1/2013 0:00:00;"Community Rated";85.00;"Y";"Y";"85";39.88;119.64;239.28;478.56;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"A";"TN";1;4150.00;"Female";"Non-Tobacco";"";6/1/2012 0:00:00;"Attained Age";70.00;"Y";"Y";"70";76.51;229.53;459.06;918.12;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"A";"TN";1;4150.00;"Female";"Non-Tobacco";"";6/1/2012 0:00:00;"Attained Age";85.00;"Y";"Y";"85";128.19;384.57;769.14;1538.28;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"A";"TN";1;4150.00;"Female";"Tobacco";"";6/1/2012 0:00:00;"Attained Age";70.00;"Y";"Y";"70";84.16;252.48;504.97;1009.93;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"A";"TN";1;4150.00;"Female";"Tobacco";"";6/1/2012 0:00:00;"Attained Age";85.00;"Y";"Y";"85";141.01;423.03;846.05;1692.11;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"A";"TN";1;4150.00;"Male";"Non-Tobacco";"";6/1/2012 0:00:00;"Attained Age";70.00;"Y";"Y";"70";83.16;249.48;498.96;997.92;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"A";"TN";1;4150.00;"Male";"Non-Tobacco";"";6/1/2012 0:00:00;"Attained Age";85.00;"Y";"Y";"85";139.34;418.02;836.04;1672.08;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"A";"TN";1;4150.00;"Male";"Tobacco";"";6/1/2012 0:00:00;"Attained Age";70.00;"Y";"Y";"70";91.48;274.43;548.86;1097.71;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"A";"TN";1;4150.00;"Male";"Tobacco";"";6/1/2012 0:00:00;"Attained Age";85.00;"Y";"Y";"85";153.27;459.82;919.64;1839.29;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"F";"TN";1;4150.00;"Female";"Non-Tobacco";"";6/1/2012 0:00:00;"Attained Age";70.00;"Y";"Y";"70";163.64;490.92;981.84;1963.68;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"F";"TN";1;4150.00;"Female";"Non-Tobacco";"";6/1/2012 0:00:00;"Attained Age";85.00;"Y";"Y";"85";274.16;822.48;1644.96;3289.92;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"F";"TN";1;4150.00;"Female";"Tobacco";"";6/1/2012 0:00:00;"Attained Age";70.00;"Y";"Y";"70";180.00;540.01;1080.02;2160.05;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"F";"TN";1;4150.00;"Female";"Tobacco";"";6/1/2012 0:00:00;"Attained Age";85.00;"Y";"Y";"85";301.58;904.73;1809.46;3618.91;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"F";"TN";1;4150.00;"Male";"Non-Tobacco";"";6/1/2012 0:00:00;"Attained Age";70.00;"Y";"Y";"70";177.88;533.64;1067.28;2134.56;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"F";"TN";1;4150.00;"Male";"Non-Tobacco";"";6/1/2012 0:00:00;"Attained Age";85.00;"Y";"Y";"85";298.02;894.06;1788.12;3576.24;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"F";"TN";1;4150.00;"Male";"Tobacco";"";6/1/2012 0:00:00;"Attained Age";70.00;"Y";"Y";"70";195.67;587.00;1174.01;2348.02;;
"BlueCross BlueShield of Tennessee";"Blue Cross Blue Shield";54518.00;"F";"TN";1;4150.00;"Male";"Tobacco";"";6/1/2012 0:00:00;"Attained Age";85.00;"Y";"Y";"85";327.82;983.47;1966.93;3933.86;;
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";1;5948.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";101.25;303.75;607.50;1215.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";1;5948.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";148.58;445.75;891.50;1783.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";1;5948.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";112.58;337.75;675.50;1351.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";1;5948.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";165.17;495.50;991.00;1982.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";1;5948.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";116.50;349.50;699.00;1398.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";1;5948.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";170.83;512.50;1025.00;2050.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";1;5948.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";129.50;388.50;777.00;1554.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";1;5948.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";190.00;570.00;1140.00;2280.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";2;5949.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";112.58;337.75;675.50;1351.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";2;5949.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";165.33;496.00;992.00;1984.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";2;5949.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";125.17;375.50;751.00;1502.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";2;5949.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";183.75;551.25;1102.50;2205.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";2;5949.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";129.58;388.75;777.50;1555.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";2;5949.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";190.00;570.00;1140.00;2280.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";2;5949.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";144.00;432.00;864.00;1728.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";2;5949.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";211.33;634.00;1268.00;2536.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";3;5950.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";134.33;403.00;806.00;1612.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";3;5950.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";197.17;591.50;1183.00;2366.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";3;5950.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";149.33;448.00;896.00;1792.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";3;5950.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";219.17;657.50;1315.00;2630.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";3;5950.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";154.58;463.75;927.50;1855.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";3;5950.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";226.67;680.00;1360.00;2720.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";3;5950.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";171.75;515.25;1030.50;2061.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"MI";3;5950.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";252.00;756.00;1512.00;3024.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"TN";1;5956.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";90.42;271.25;542.50;1085.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"TN";1;5956.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";132.67;398.00;796.00;1592.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"TN";1;5956.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";100.50;301.50;603.00;1206.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"TN";1;5956.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";147.50;442.50;885.00;1770.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"TN";1;5956.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";104.00;312.00;624.00;1248.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"TN";1;5956.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";152.50;457.50;915.00;1830.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"TN";1;5956.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";115.58;346.75;693.50;1387.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"TN";1;5956.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";169.67;509.00;1018.00;2036.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";1;5981.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";98.83;296.50;593.00;1186.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";1;5981.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";149.92;449.75;899.50;1799.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";1;5981.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";110.00;330.00;660.00;1320.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";1;5981.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";166.58;499.75;999.50;1999.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";1;5981.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";113.75;341.25;682.50;1365.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";1;5981.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";172.33;517.00;1034.00;2068.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";1;5981.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";126.33;379.00;758.00;1516.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";1;5981.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";191.58;574.75;1149.50;2299.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";2;5982.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";113.67;341.00;682.00;1364.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";2;5982.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";172.42;517.25;1034.50;2069.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";2;5982.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";126.50;379.50;759.00;1518.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";2;5982.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";191.58;574.75;1149.50;2299.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";2;5982.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";130.83;392.50;785.00;1570.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";2;5982.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";198.17;594.50;1189.00;2378.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";2;5982.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";145.25;435.75;871.50;1743.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";2;5982.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";220.33;661.00;1322.00;2644.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";3;5983.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";126.50;379.50;759.00;1518.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";3;5983.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";191.83;575.50;1151.00;2302.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";3;5983.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";140.75;422.25;844.50;1689.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";3;5983.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";213.25;639.75;1279.50;2559.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";3;5983.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";145.67;437.00;874.00;1748.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";3;5983.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";220.58;661.75;1323.50;2647.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";3;5983.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";161.67;485.00;970.00;1940.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"A";"WI";3;5983.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";245.25;735.75;1471.50;2943.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";1;5948.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";145.33;436.00;872.00;1744.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";1;5948.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";212.83;638.50;1277.00;2554.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";1;5948.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";161.50;484.50;969.00;1938.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";1;5948.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";236.58;709.75;1419.50;2839.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";1;5948.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";167.25;501.75;1003.50;2007.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";1;5948.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";244.83;734.50;1469.00;2938.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";1;5948.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";185.75;557.25;1114.50;2229.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";1;5948.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";272.00;816.00;1632.00;3264.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";2;5949.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";161.67;485.00;970.00;1940.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";2;5949.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";236.75;710.25;1420.50;2841.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";2;5949.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";179.58;538.75;1077.50;2155.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";2;5949.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";263.08;789.25;1578.50;3157.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";2;5949.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";186.00;558.00;1116.00;2232.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";2;5949.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";272.33;817.00;1634.00;3268.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";2;5949.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";206.58;619.75;1239.50;2479.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";2;5949.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";302.50;907.50;1815.00;3630.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";3;5950.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";192.83;578.50;1157.00;2314.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";3;5950.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";282.33;847.00;1694.00;3388.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";3;5950.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";214.25;642.75;1285.50;2571.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";3;5950.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";313.83;941.50;1883.00;3766.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";3;5950.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";221.83;665.50;1331.00;2662.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";3;5950.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";324.83;974.50;1949.00;3898.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";3;5950.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";246.42;739.25;1478.50;2957.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"MI";3;5950.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";360.83;1082.50;2165.00;4330.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"TN";1;5956.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";129.75;389.25;778.50;1557.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"TN";1;5956.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";190.00;570.00;1140.00;2280.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"TN";1;5956.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";144.17;432.50;865.00;1730.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"TN";1;5956.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";211.17;633.50;1267.00;2534.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"TN";1;5956.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";149.33;448.00;896.00;1792.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"TN";1;5956.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";218.58;655.75;1311.50;2623.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"TN";1;5956.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";165.83;497.50;995.00;1990.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"TN";1;5956.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";242.83;728.50;1457.00;2914.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"WI";1;5981.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";142.17;426.50;853.00;1706.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"WI";1;5981.00;"Female";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";205.92;617.75;1235.50;2471.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"WI";1;5981.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";156.50;469.50;939.00;1878.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"WI";1;5981.00;"Female";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";227.50;682.50;1365.00;2730.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"WI";1;5981.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";161.17;483.50;967.00;1934.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"WI";1;5981.00;"Male";"Non-Tobacco";"";2/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";234.67;704.00;1408.00;2816.00;"$25";
"Central States Indemnity Company of Omaha";"CSI";34274.00;"F";"WI";1;5981.00;"Male";"Tobacco";"";2/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";177.33;532.00;1064.00;2128.00;"$25";
